id,customer_name,sentiment,csat_score,call_timestamp,reason,city,state,channel,response_time,call duration in minutes,call_center
GUZ-04664460-E-949571-LJ,Napoleon Warsop,Very Positive,,10/09/2020,Billing Question,Sacramento,California,Call-Center,Below SLA,23,Baltimore/MD
SEW-29244105-5-865122-z9,Tomasine Boughton,Negative,3,10/13/2020,Billing Question,New York City,New York,Email,Above SLA,33,Los Angeles/CA
IFQ-24637404-M-323045-hG,Wiley Porritt,Neutral,7,10/28/2020,Billing Question,Houston,Texas,Call-Center,Within SLA,17,Baltimore/MD
FQD-97572393-g-257665-kg,Randie Dyte,Very Negative,4,10/15/2020,Payments,Jackson,Mississippi,Call-Center,Below SLA,9,Baltimore/MD
VIK-58428671-G-794190-MI,Christiano Heckney,Negative,,10/29/2020,Billing Question,Detroit,Michigan,Call-Center,Below SLA,39,Chicago/IL
PKD-29382685-m-584071-jE,Burke Smy,Neutral,8,10/03/2020,Service Outage,Conroe,Texas,Email,Within SLA,11,Chicago/IL
BJT-09134223-m-892958-xr,Samara Posselow,Neutral,,10/09/2020,Billing Question,Kansas City,Missouri,Email,Below SLA,16,Chicago/IL
BGS-72694679-X-577391-ns,Cam Ortell,Neutral,,10/28/2020,Billing Question,Lake Charles,Louisiana,Web,Within SLA,21,Chicago/IL
POQ-58290507-G-789564-PR,Jacklin Shortland,Very Positive,,10/15/2020,Payments,Sacramento,California,Call-Center,Within SLA,27,Chicago/IL
IVC-01197349-8-757736-tA,Jacenta Domelaw,Negative,3,10/26/2020,Billing Question,Hampton,Virginia,Email,Within SLA,22,Los Angeles/CA
APO-44530862-r-836724-OX,Vivyan Hogbin,Very Negative,,10/29/2020,Billing Question,Houston,Texas,Call-Center,Within SLA,14,Baltimore/MD
QYJ-55120097-9-250954-iI,Gino Rowswell,Negative,6,10/19/2020,Service Outage,Saint Louis,Missouri,Email,Within SLA,37,Chicago/IL
OEE-05744448-Q-399687-eH,Dalia Peele,Positive,,10/17/2020,Billing Question,Boston,Massachusetts,Chatbot,Within SLA,41,Denver/CO
ZBC-97221247-O-043896-yL,Chancey Elsip,Negative,,10/08/2020,Service Outage,Seattle,Washington,Web,Above SLA,36,Los Angeles/CA
AAZ-63205041-L-649076-zs,Reggie Bellefonte,Positive,,10/13/2020,Billing Question,Atlanta,Georgia,Chatbot,Within SLA,31,Chicago/IL
DEZ-63606378-1-171168-dB,Minor Crampsy,Negative,5,10/03/2020,Billing Question,Schaumburg,Illinois,Email,Below SLA,45,Chicago/IL
KYT-29887044-e-321924-xe,Jorgan Zienkiewicz,Neutral,,10/30/2020,Billing Question,Charleston,South Carolina,Call-Center,Within SLA,17,Los Angeles/CA
LYW-36445262-y-930025-8N,Fabiano Melan,Very Negative,1,10/21/2020,Billing Question,El Paso,Texas,Call-Center,Within SLA,22,Chicago/IL
GVL-69693642-O-420732-Xo,Anson Jolley,Neutral,,10/22/2020,Billing Question,Dayton,Ohio,Chatbot,Below SLA,24,Los Angeles/CA
PVF-79814452-q-595294-GB,Marsiella Billes,Very Positive,,10/13/2020,Billing Question,Alhambra,California,Email,Above SLA,22,Los Angeles/CA
ARG-65973373-Q-194971-nP,Bordy Ledward,Negative,,10/26/2020,Billing Question,Seattle,Washington,Call-Center,Within SLA,31,Los Angeles/CA
HSI-68373977-G-774712-Va,Sapphira Whitmore,Negative,,10/23/2020,Billing Question,Sterling,Virginia,Email,Within SLA,29,Chicago/IL
MAC-68085577-r-295183-GE,Sadie Broadey,Negative,,10/07/2020,Billing Question,Baltimore,Maryland,Chatbot,Below SLA,7,Baltimore/MD
POV-43827069-Z-002078-m3,Fons Georg,Neutral,,10/19/2020,Billing Question,New Bedford,Massachusetts,Chatbot,Within SLA,36,Chicago/IL
NXL-24842033-N-111182-pR,Earlie Habbin,Neutral,,10/22/2020,Payments,Sioux Falls,South Dakota,Call-Center,Within SLA,40,Denver/CO
IEJ-73789452-I-567577-5u,Linn Haldene,Neutral,5,10/24/2020,Billing Question,Sacramento,California,Chatbot,Within SLA,5,Denver/CO
FUN-82737970-c-371978-yk,Devonne Leavry,Neutral,8,10/21/2020,Billing Question,Pittsburgh,Pennsylvania,Chatbot,Below SLA,13,Los Angeles/CA
LBP-20594428-r-604582-lJ,Zechariah Ladds,Positive,,10/15/2020,Billing Question,Lexington,Kentucky,Email,Within SLA,22,Baltimore/MD
HGR-64106355-A-704894-jk,Brad Ratt,Positive,,10/19/2020,Billing Question,Buffalo,New York,Web,Above SLA,5,Chicago/IL
PPD-33006740-V-947763-7z,Maiga Le Blanc,Negative,6,10/08/2020,Billing Question,Rochester,New York,Web,Within SLA,42,Los Angeles/CA
TEW-69260367-e-696656-Z5,Rafa Trapp,Neutral,,10/30/2020,Billing Question,Norfolk,Virginia,Web,Below SLA,41,Baltimore/MD
OVC-85270112-A-517261-lJ,Siusan Hastelow,Negative,6,10/29/2020,Billing Question,Indianapolis,Indiana,Call-Center,Below SLA,20,Baltimore/MD
DNI-52638221-x-756635-n2,Marin Fudger,Very Negative,,10/22/2020,Billing Question,Washington,District of Columbia,Chatbot,Within SLA,23,Los Angeles/CA
UIT-83320322-b-378614-gO,Borg Vasenkov,Neutral,,10/15/2020,Payments,Bloomington,Indiana,Call-Center,Below SLA,20,Baltimore/MD
WNU-89586618-r-816601-vi,Dene Kinnin,Neutral,,10/15/2020,Billing Question,Nashville,Tennessee,Call-Center,Within SLA,25,Denver/CO
KLP-16903998-9-203851-Wg,Ossie Colliford,Very Negative,4,10/25/2020,Billing Question,Houston,Texas,Email,Within SLA,24,Los Angeles/CA
LHC-93288580-Q-169120-aA,Jori Gibling,Negative,5,10/20/2020,Billing Question,San Jose,California,Web,Within SLA,41,Los Angeles/CA
HBT-05850472-1-857665-ur,Abby Mockes,Neutral,5,10/26/2020,Billing Question,Washington,District of Columbia,Web,Within SLA,43,Los Angeles/CA
HEQ-48633577-y-412880-Uh,Laural Verryan,Neutral,,10/24/2020,Billing Question,New Orleans,Louisiana,Call-Center,Above SLA,26,Denver/CO
BFJ-34608726-I-427192-0m,Robin Midford,Negative,3,10/03/2020,Billing Question,Savannah,Georgia,Web,Below SLA,22,Baltimore/MD
KLH-50910602-H-355536-tF,Hurlee Sturr,Negative,5,10/01/2020,Billing Question,Birmingham,Alabama,Email,Below SLA,32,Chicago/IL
UWB-19091085-v-028520-TQ,Christyna Mauchline,Very Negative,,10/13/2020,Billing Question,Alexandria,Virginia,Web,Within SLA,23,Los Angeles/CA
JDD-51770699-8-418755-Td,Aloisia Leer,Neutral,6,10/06/2020,Billing Question,Topeka,Kansas,Web,Above SLA,44,Los Angeles/CA
OGZ-95047265-W-283586-12,Quent Rissen,Negative,,10/22/2020,Billing Question,San Antonio,Texas,Web,Within SLA,15,Los Angeles/CA
DGY-77994337-M-272751-st,Jennine Sayburn,Negative,4,10/22/2020,Billing Question,Cincinnati,Ohio,Email,Within SLA,43,Baltimore/MD
XSR-15464051-2-027356-ut,Trever Szymanowski,Negative,3,10/01/2020,Billing Question,Seattle,Washington,Web,Below SLA,11,Baltimore/MD
ZOT-93312590-Q-332983-Nn,Lynnette Debold,Positive,,10/03/2020,Billing Question,Tampa,Florida,Web,Below SLA,20,Chicago/IL
VJQ-49373848-9-566821-9a,Tabbitha Barclay,Very Negative,,10/17/2020,Payments,Davenport,Iowa,Call-Center,Within SLA,45,Los Angeles/CA
FTK-90873597-f-882406-s1,Rosemarie Seamans,Negative,,10/08/2020,Billing Question,Atlanta,Georgia,Call-Center,Below SLA,44,Los Angeles/CA
KUR-31573158-y-223054-AM,Darrick Wilse,Negative,,10/11/2020,Service Outage,Brooklyn,New York,Web,Within SLA,42,Chicago/IL
GOY-92828952-j-993176-PH,Alexandros Eliet,Neutral,,10/07/2020,Billing Question,Palo Alto,California,Chatbot,Below SLA,14,Los Angeles/CA
GRN-62528540-q-223259-pY,Madelina Ziebart,Very Negative,2,10/24/2020,Billing Question,Portland,Oregon,Call-Center,Within SLA,29,Baltimore/MD
EKV-41093910-p-073494-BU,Bartolemo Garwell,Very Negative,,10/09/2020,Billing Question,Winston Salem,North Carolina,Call-Center,Within SLA,27,Baltimore/MD
WYC-14869453-u-198853-hg,Blinni Dentith,Neutral,5,10/27/2020,Billing Question,Savannah,Georgia,Call-Center,Above SLA,36,Baltimore/MD
RWB-19209763-o-205774-9Y,Chuck Comber,Very Negative,2,10/14/2020,Billing Question,Atlanta,Georgia,Web,Above SLA,11,Los Angeles/CA
UCX-53680116-X-313373-tE,Leora Palfree,Negative,,10/21/2020,Service Outage,Shreveport,Louisiana,Chatbot,Within SLA,44,Los Angeles/CA
JSI-08703232-t-184232-AN,Margit Scirman,Neutral,8,10/09/2020,Payments,Boston,Massachusetts,Call-Center,Within SLA,5,Los Angeles/CA
XAV-70406373-J-170138-Ef,Deina Glanert,Very Negative,1,10/14/2020,Billing Question,Pueblo,Colorado,Email,Within SLA,37,Los Angeles/CA
EVJ-97194280-T-447773-Yp,Jone Blight,Negative,,10/10/2020,Billing Question,Oakland,California,Email,Within SLA,6,Los Angeles/CA
OGK-14892069-J-678228-Ho,Bettine Cordall,Negative,,10/09/2020,Payments,Saint Louis,Missouri,Call-Center,Below SLA,25,Baltimore/MD
LYP-60121572-v-330047-SB,Ilse Blakeley,Very Negative,,10/03/2020,Billing Question,New York City,New York,Call-Center,Within SLA,38,Baltimore/MD
ZNS-51422684-5-257720-09,Allyce Bradbrook,Negative,3,10/02/2020,Payments,New York City,New York,Call-Center,Below SLA,6,Los Angeles/CA
YFX-72626492-W-957207-F1,Rebecca Yeskin,Positive,8,10/19/2020,Billing Question,Fort Lauderdale,Florida,Call-Center,Within SLA,16,Los Angeles/CA
SQX-07491487-k-275154-dP,Cassius Roth,Very Positive,,10/30/2020,Billing Question,Miami,Florida,Email,Below SLA,42,Los Angeles/CA
ZNV-70599741-5-530830-GR,Price Worsnap,Neutral,,10/27/2020,Billing Question,Inglewood,California,Chatbot,Below SLA,11,Baltimore/MD
HDW-63224812-Y-776669-LB,Tobit Curd,Very Positive,,10/12/2020,Billing Question,Omaha,Nebraska,Chatbot,Within SLA,28,Baltimore/MD
ULM-95416475-Z-724246-0W,Myrta Dive,Positive,7,10/03/2020,Billing Question,Laredo,Texas,Web,Within SLA,19,Los Angeles/CA
IAP-99730809-G-155801-tA,Tristan Dast,Neutral,,10/26/2020,Billing Question,Phoenix,Arizona,Chatbot,Within SLA,28,Los Angeles/CA
LOM-31780301-p-046543-Iy,Hebert Crangle,Positive,,10/23/2020,Billing Question,Pittsburgh,Pennsylvania,Call-Center,Above SLA,14,Los Angeles/CA
OXZ-61204541-6-960124-iw,Mela Wych,Negative,,10/15/2020,Billing Question,Cleveland,Ohio,Email,Below SLA,23,Los Angeles/CA
GPK-90987931-u-574563-xq,Ash Peoples,Very Negative,,10/30/2020,Billing Question,Louisville,Kentucky,Email,Within SLA,8,Los Angeles/CA
FVE-87969070-s-073378-jH,Teodoro Smitherman,Very Positive,,10/06/2020,Payments,Albuquerque,New Mexico,Call-Center,Within SLA,29,Baltimore/MD
SBZ-73680192-4-959657-cr,Padraig Leddie,Very Negative,,10/02/2020,Payments,Pittsburgh,Pennsylvania,Call-Center,Within SLA,32,Baltimore/MD
SIA-37871164-d-219191-nA,Emalee Curthoys,Neutral,,10/15/2020,Payments,Seattle,Washington,Call-Center,Below SLA,16,Chicago/IL
PSE-34527684-T-120168-zb,Gregorio Gillivrie,Negative,6,10/07/2020,Billing Question,Panama City,Florida,Email,Below SLA,41,Baltimore/MD
IBN-22046220-I-115585-Iv,Amalia Conroy,Positive,,10/10/2020,Billing Question,Columbus,Ohio,Web,Above SLA,39,Baltimore/MD
NVR-19514001-p-337447-XG,Joelle Andress,Negative,4,10/04/2020,Billing Question,Sacramento,California,Web,Below SLA,11,Baltimore/MD
OPO-70213081-i-045612-qS,Miriam Shawcroft,Negative,,10/02/2020,Payments,Jacksonville,Florida,Call-Center,Below SLA,18,Los Angeles/CA
GSA-60631660-t-308668-uk,Delcine Murby,Neutral,,10/19/2020,Payments,Providence,Rhode Island,Call-Center,Within SLA,10,Chicago/IL
RSK-58129178-N-448504-qz,Chiarra Fosdick,Neutral,,10/01/2020,Payments,Flushing,New York,Call-Center,Below SLA,30,Denver/CO
WEV-48210146-0-651504-JZ,Barbabra Menelaws,Neutral,8,10/03/2020,Billing Question,Raleigh,North Carolina,Call-Center,Within SLA,30,Los Angeles/CA
CKI-86452597-8-672521-jR,Elsi Maccrea,Very Positive,,10/12/2020,Billing Question,Philadelphia,Pennsylvania,Chatbot,Within SLA,18,Chicago/IL
FYA-39765565-5-013766-AI,La verne Duggen,Negative,,10/17/2020,Payments,Nashville,Tennessee,Call-Center,Within SLA,37,Baltimore/MD
TWY-13436825-J-217465-MF,Reinhard Messingham,Neutral,,10/28/2020,Billing Question,Portland,Oregon,Chatbot,Within SLA,45,Baltimore/MD
PWU-32807605-G-113300-XV,Neille Le Jean,Neutral,,10/04/2020,Billing Question,Wilkes Barre,Pennsylvania,Email,Below SLA,37,Chicago/IL
NUA-80714762-9-686018-YP,Cal Twinbourne,Positive,,10/07/2020,Billing Question,Phoenix,Arizona,Chatbot,Below SLA,17,Chicago/IL
HDT-83543322-q-328320-Gz,Candy Niccols,Positive,,10/16/2020,Billing Question,Jacksonville,Florida,Call-Center,Within SLA,29,Los Angeles/CA
AVT-23934121-u-218829-Mr,Brett Foster,Negative,,10/06/2020,Billing Question,Fargo,North Dakota,Web,Within SLA,36,Los Angeles/CA
PWQ-51579331-h-431562-7u,Emelyne Stailey,Very Positive,,10/13/2020,Billing Question,Hialeah,Florida,Chatbot,Within SLA,25,Los Angeles/CA
OYX-25228297-f-385082-Mx,Hercules Starling,Very Negative,3,10/19/2020,Payments,Memphis,Tennessee,Call-Center,Within SLA,12,Los Angeles/CA
YTX-15086811-B-849721-v6,Hyacinthie Canto,Very Positive,9,10/18/2020,Billing Question,Sacramento,California,Web,Below SLA,40,Chicago/IL
HPK-23477303-8-655822-3g,Hilton Earngy,Very Positive,,10/20/2020,Billing Question,Edmond,Oklahoma,Email,Within SLA,14,Los Angeles/CA
MKT-57081649-e-616674-0v,Josi Burch,Positive,9,10/08/2020,Service Outage,Boston,Massachusetts,Chatbot,Above SLA,21,Los Angeles/CA
DIT-09751973-G-883229-9c,Lindsay Scottesmoor,Negative,5,10/23/2020,Billing Question,Raleigh,North Carolina,Chatbot,Within SLA,29,Los Angeles/CA
IRL-70462770-r-591802-q0,Delmor Towers,Positive,8,10/19/2020,Billing Question,Lancaster,Pennsylvania,Chatbot,Within SLA,18,Baltimore/MD
TKB-45681573-j-765317-Jk,Eal Ebbing,Negative,,10/12/2020,Billing Question,Akron,Ohio,Web,Below SLA,11,Los Angeles/CA
ATA-64867073-2-046524-Bo,Cleveland Ruzek,Negative,3,10/13/2020,Billing Question,Pasadena,California,Call-Center,Within SLA,24,Los Angeles/CA
LTV-08399561-y-835207-GB,Olivier Venart,Neutral,6,10/13/2020,Billing Question,Fresno,California,Web,Below SLA,5,Baltimore/MD
QHB-61526237-W-631037-as,Melva Sonley,Negative,,10/19/2020,Billing Question,Akron,Ohio,Email,Within SLA,41,Chicago/IL
FSO-82781862-E-373640-uP,Cris Hagstone,Positive,,10/30/2020,Billing Question,Portland,Oregon,Web,Within SLA,38,Los Angeles/CA
AYY-81487874-Q-790020-iG,Guillaume Juszczak,Positive,9,10/26/2020,Billing Question,Annapolis,Maryland,Web,Within SLA,33,Denver/CO
JJR-81568213-R-429369-2r,Ham Kirsz,Neutral,,10/07/2020,Billing Question,Des Moines,Iowa,Chatbot,Within SLA,45,Los Angeles/CA
WDQ-26640569-A-377070-32,Kettie Domerq,Negative,,10/13/2020,Billing Question,Knoxville,Tennessee,Chatbot,Within SLA,45,Baltimore/MD
BIZ-24458776-x-370995-wC,Edward Crowson,Neutral,5,10/28/2020,Billing Question,Fort Wayne,Indiana,Email,Within SLA,27,Los Angeles/CA
DKF-56133312-S-434461-2k,Kirby Panons,Negative,,10/07/2020,Billing Question,Oklahoma City,Oklahoma,Web,Within SLA,33,Baltimore/MD
TVS-06895559-8-757497-FI,Paulie Tunder,Negative,6,10/18/2020,Billing Question,Houston,Texas,Chatbot,Within SLA,29,Los Angeles/CA
DZL-71811345-l-913688-xV,Effie Rennolds,Negative,4,10/11/2020,Payments,Pocatello,Idaho,Call-Center,Within SLA,40,Los Angeles/CA
FHA-43171919-Y-985866-vq,Maisey Keitley,Very Negative,,10/08/2020,Billing Question,Tampa,Florida,Chatbot,Below SLA,11,Baltimore/MD
EWE-04285865-X-550077-MN,Brear Seville,Very Negative,,10/03/2020,Billing Question,Hyattsville,Maryland,Email,Within SLA,21,Baltimore/MD
ZFZ-52513979-c-021877-hx,Angelita Qusklay,Neutral,8,10/09/2020,Billing Question,San Jose,California,Call-Center,Within SLA,40,Chicago/IL
MFS-18552227-K-054280-uv,Knox Docherty,Negative,,10/26/2020,Billing Question,Akron,Ohio,Call-Center,Below SLA,19,Baltimore/MD
AXQ-51829291-n-503074-SX,Georgi Monan,Negative,,10/29/2020,Billing Question,Winter Haven,Florida,Chatbot,Above SLA,23,Baltimore/MD
DOX-12300942-Z-936130-oB,Dill Dain,Neutral,,10/20/2020,Billing Question,Concord,California,Web,Within SLA,20,Baltimore/MD
ZWN-08649937-D-551514-XW,Marlon Mugg,Neutral,8,10/25/2020,Payments,Washington,District of Columbia,Call-Center,Within SLA,21,Chicago/IL
DJN-47459294-W-741292-Gr,Kelila Bourdel,Very Negative,4,10/13/2020,Billing Question,Jacksonville,Florida,Email,Above SLA,14,Baltimore/MD
BCI-41147719-2-416824-07,Ginevra Maleby,Neutral,5,10/17/2020,Billing Question,Fresno,California,Web,Within SLA,40,Chicago/IL
GFF-62294648-D-293558-6j,Heall Tregale,Negative,,10/23/2020,Billing Question,Corpus Christi,Texas,Call-Center,Within SLA,12,Baltimore/MD
GSZ-90146837-8-321222-OV,Loutitia Mungane,Very Negative,,10/12/2020,Billing Question,Orange,California,Call-Center,Within SLA,16,Chicago/IL
CHW-49281294-C-527721-kj,Devina Bradbury,Negative,,10/08/2020,Billing Question,Akron,Ohio,Web,Below SLA,45,Baltimore/MD
ZTI-10210171-9-418599-h5,Lilia Cinderey,Very Positive,,10/25/2020,Billing Question,Grand Rapids,Michigan,Call-Center,Within SLA,37,Los Angeles/CA
DGG-50743849-y-026877-dC,Birk Crathern,Neutral,,10/18/2020,Billing Question,Midland,Texas,Chatbot,Within SLA,36,Los Angeles/CA
HOS-83872133-Y-017282-7p,Abdel Mitrikhin,Negative,5,10/17/2020,Billing Question,Spokane,Washington,Email,Below SLA,14,Denver/CO
RBX-98217882-q-406964-ux,Rip Gorsse,Very Positive,,10/15/2020,Billing Question,Washington,District of Columbia,Web,Above SLA,45,Baltimore/MD
QJA-76870003-u-145143-dW,Jo Mouton,Negative,,10/17/2020,Billing Question,Bakersfield,California,Web,Within SLA,27,Chicago/IL
EBL-71625220-f-834583-0e,Man Emblin,Negative,,10/14/2020,Billing Question,Shawnee Mission,Kansas,Web,Within SLA,43,Los Angeles/CA
DKO-01423337-y-173630-oS,Hasheem Hyslop,Very Negative,1,10/04/2020,Billing Question,Newark,New Jersey,Web,Below SLA,12,Baltimore/MD
IQC-35937103-g-836888-o6,Marj Stripp,Negative,,10/23/2020,Billing Question,Charlotte,North Carolina,Call-Center,Within SLA,7,Los Angeles/CA
PQE-63574093-h-070002-8V,Merrie Lackmann,Neutral,6,10/30/2020,Billing Question,El Paso,Texas,Web,Below SLA,16,Denver/CO
PQH-44229472-D-652570-eK,Lorita Camillo,Very Positive,,10/19/2020,Service Outage,Portland,Oregon,Email,Below SLA,12,Los Angeles/CA
DTD-68658811-Q-574928-oc,Elisa O'Brollachain,Very Positive,,10/16/2020,Payments,Columbus,Mississippi,Call-Center,Within SLA,12,Baltimore/MD
GZL-44186139-d-523298-ii,Urbain Jirus,Positive,,10/08/2020,Billing Question,Davenport,Iowa,Web,Within SLA,20,Los Angeles/CA
CSL-16201328-9-116419-Zc,Fairleigh Kline,Very Negative,4,10/05/2020,Billing Question,Las Vegas,Nevada,Web,Below SLA,42,Chicago/IL
FTE-86640095-m-757953-wl,Gayel Letchmore,Negative,,10/07/2020,Billing Question,Montgomery,Alabama,Email,Within SLA,12,Baltimore/MD
QNZ-37335288-M-865868-cA,Fin Gotcliff,Very Negative,4,10/01/2020,Billing Question,Sarasota,Florida,Email,Above SLA,34,Chicago/IL
HWP-28069070-o-285910-9a,Poul Castletine,Negative,,10/19/2020,Billing Question,Fort Worth,Texas,Chatbot,Within SLA,35,Los Angeles/CA
LFV-90963560-L-520154-Fm,Star Canadine,Very Negative,,10/16/2020,Payments,Irving,Texas,Call-Center,Below SLA,28,Los Angeles/CA
KCM-66774709-R-807754-6T,Jeane Lohoar,Very Negative,3,10/05/2020,Payments,Washington,District of Columbia,Call-Center,Within SLA,30,Baltimore/MD
XZN-67477533-8-103398-d3,Suzi Minchell,Negative,,10/19/2020,Service Outage,Troy,Michigan,Email,Above SLA,14,Los Angeles/CA
OLF-04472178-y-067925-b8,Eduardo Calendar,Negative,6,10/29/2020,Billing Question,Tulsa,Oklahoma,Chatbot,Below SLA,33,Los Angeles/CA
CBG-99984098-R-464950-nb,Adelheid Wharmby,Positive,8,10/29/2020,Billing Question,Birmingham,Alabama,Email,Below SLA,17,Los Angeles/CA
AJL-08642524-Z-122315-fl,Keefe Bulman,Neutral,,10/11/2020,Payments,Richmond,Virginia,Call-Center,Within SLA,23,Los Angeles/CA
VUH-26776878-O-168578-eO,Merrill Mateu,Positive,8,10/19/2020,Billing Question,Seattle,Washington,Call-Center,Within SLA,18,Chicago/IL
WQE-33528681-1-418732-6W,Ellene Lauthian,Very Positive,,10/09/2020,Service Outage,Salem,Oregon,Email,Within SLA,5,Baltimore/MD
NRL-85370428-W-828299-sA,Wilton Ship,Negative,6,10/29/2020,Payments,Atlanta,Georgia,Call-Center,Within SLA,15,Baltimore/MD
RFT-62901197-w-612612-GB,Jacob Gebbe,Negative,4,10/23/2020,Service Outage,Memphis,Tennessee,Chatbot,Within SLA,12,Chicago/IL
YRC-27136607-T-607992-M6,Stanfield Carver,Very Negative,,10/14/2020,Billing Question,Madison,Wisconsin,Web,Within SLA,32,Baltimore/MD
TUI-89858720-e-782669-Un,Flora Sigward,Neutral,,10/04/2020,Billing Question,San Antonio,Texas,Call-Center,Within SLA,22,Baltimore/MD
MAH-70274219-b-948934-8D,Amalie Munks,Neutral,,10/21/2020,Service Outage,Tacoma,Washington,Email,Below SLA,33,Baltimore/MD
BZA-26476912-D-054614-JW,Roi Sleite,Positive,,10/20/2020,Billing Question,Montgomery,Alabama,Web,Within SLA,25,Los Angeles/CA
WPZ-40557116-A-776482-iv,Matty Leving,Negative,,10/23/2020,Payments,Winston Salem,North Carolina,Call-Center,Within SLA,29,Los Angeles/CA
MGJ-99794640-e-380806-1w,Kip Fryman,Neutral,,10/06/2020,Billing Question,Pittsburgh,Pennsylvania,Chatbot,Above SLA,39,Baltimore/MD
SOI-52764922-L-758005-4k,Philbert Pol,Negative,,10/02/2020,Service Outage,Punta Gorda,Florida,Chatbot,Within SLA,38,Baltimore/MD
YAA-48945095-K-704568-Io,Tedda Dellit,Very Negative,3,10/19/2020,Billing Question,Portland,Oregon,Web,Within SLA,5,Los Angeles/CA
DVY-93738592-B-855660-rZ,Holli Bunton,Neutral,5,10/18/2020,Billing Question,San Francisco,California,Chatbot,Within SLA,34,Los Angeles/CA
WIF-27974092-0-484602-wF,Tracie Dorrian,Positive,,10/02/2020,Billing Question,Trenton,New Jersey,Chatbot,Within SLA,29,Los Angeles/CA
LCR-27693577-A-297912-zv,Margarete Gyrgorcewicx,Negative,,10/06/2020,Billing Question,Kansas City,Missouri,Chatbot,Above SLA,38,Baltimore/MD
DIV-76565578-s-806985-1m,Davon Habbon,Negative,,10/17/2020,Billing Question,Evansville,Indiana,Call-Center,Within SLA,27,Baltimore/MD
PTP-56486342-1-027387-yN,Fleurette MacCall,Neutral,,10/26/2020,Billing Question,Houston,Texas,Chatbot,Within SLA,33,Baltimore/MD
BCZ-76229021-c-019401-Mz,Rafaellle De la Feld,Negative,,10/30/2020,Billing Question,Chattanooga,Tennessee,Email,Within SLA,28,Baltimore/MD
DDX-83660936-Q-137375-9v,Kelcy Addie,Negative,,10/10/2020,Billing Question,Glendale,California,Call-Center,Above SLA,5,Chicago/IL
DUP-67080988-o-874570-oV,Ethelda Royl,Very Negative,4,10/27/2020,Payments,Largo,Florida,Call-Center,Within SLA,8,Los Angeles/CA
YFX-45473012-T-779721-jY,Gary Miebes,Very Positive,9,10/21/2020,Billing Question,Dallas,Texas,Chatbot,Below SLA,21,Chicago/IL
COC-30938071-A-126345-z1,Timmy Toghill,Negative,,10/25/2020,Billing Question,Phoenix,Arizona,Call-Center,Within SLA,44,Chicago/IL
UNG-82709193-B-834576-Yw,Alisander Abbe,Negative,4,10/14/2020,Billing Question,Duluth,Georgia,Call-Center,Below SLA,39,Baltimore/MD
EAG-65831405-N-408023-JA,Martie Dyball,Neutral,,10/13/2020,Billing Question,New York City,New York,Call-Center,Below SLA,40,Baltimore/MD
ZVG-63215029-z-646608-uB,Bettye Bachelar,Very Negative,1,10/06/2020,Billing Question,Cleveland,Ohio,Chatbot,Below SLA,7,Chicago/IL
FSU-89838426-H-193012-qU,Candis Spere,Very Negative,,10/06/2020,Billing Question,San Bernardino,California,Call-Center,Below SLA,5,Baltimore/MD
HCK-72205196-W-498903-D0,Roy Shory,Positive,,10/16/2020,Billing Question,Canton,Ohio,Email,Below SLA,43,Los Angeles/CA
AVB-83983886-8-016572-Jv,Abagael Veeler,Very Negative,1,10/15/2020,Billing Question,Madison,Wisconsin,Email,Within SLA,38,Chicago/IL
VYY-37036317-b-640290-gR,Kennan Flemmich,Positive,,10/23/2020,Payments,Los Angeles,California,Call-Center,Above SLA,29,Baltimore/MD
JVW-39264223-w-596101-ox,Mathias Yakushkin,Negative,,10/09/2020,Billing Question,Tampa,Florida,Call-Center,Within SLA,18,Chicago/IL
TNU-86165335-k-645000-om,Luis Pizzie,Neutral,8,10/27/2020,Billing Question,Reno,Nevada,Call-Center,Within SLA,23,Los Angeles/CA
HMD-69732356-f-442187-6I,Eduino Grishenkov,Negative,,10/10/2020,Payments,El Paso,Texas,Call-Center,Above SLA,18,Los Angeles/CA
CJU-33704007-3-063924-U8,Maryanne Paradis,Very Positive,,10/28/2020,Service Outage,New York City,New York,Email,Within SLA,34,Los Angeles/CA
PET-45190599-r-855787-71,Rosalia McCluin,Negative,,10/21/2020,Billing Question,Washington,District of Columbia,Call-Center,Below SLA,11,Baltimore/MD
YKE-01672345-b-119339-YF,Johannes Eaves,Very Negative,,10/22/2020,Billing Question,Fresno,California,Web,Within SLA,18,Denver/CO
JZR-86476531-Z-680924-Mn,Carina Clout,Positive,,10/18/2020,Billing Question,White Plains,New York,Chatbot,Below SLA,10,Los Angeles/CA
PAD-18138171-I-611032-F1,Randi Skowcraft,Neutral,,10/11/2020,Payments,Portland,Oregon,Call-Center,Above SLA,16,Los Angeles/CA
JMZ-49203274-z-520241-dB,Barnie Windas,Neutral,5,10/04/2020,Billing Question,Miami,Florida,Chatbot,Within SLA,11,Chicago/IL
DPE-62824355-O-804563-yv,Clary Sheehan,Neutral,,10/01/2020,Billing Question,Boise,Idaho,Chatbot,Below SLA,37,Los Angeles/CA
FLN-17013302-P-654768-Oz,Marsha Bohman,Very Negative,,10/30/2020,Billing Question,Louisville,Kentucky,Web,Within SLA,16,Chicago/IL
MUN-88245129-l-206992-O7,Denny Pert,Neutral,8,10/14/2020,Billing Question,Pensacola,Florida,Email,Within SLA,34,Chicago/IL
